3.57,5.02,0.01,1.2,0
3.37,4.99,0.01,1.2,0
3.37,4.96,0.01,1.2,0
3.52,10.74,0.03,1.1,0
3.52,10.74,0.03,1.1,0
3.3,4.8,0.03,1.2,0
3.86,17.75,0.05,1.2,0
3.15,4.8,0.07,1.3,0
3.1,4.46,0.08,1.3,0
3.17,10.34,0.07,1.3,0
3.37,4.96,0.01,1.2,0
3.3,4.8,0.03,1.2,0
3.86,17.75,0.05,1.2,0
24.7,3.5,0.15,0.3,0
26.96,1.44,0.6,0,0
3.02,7.84,0.67,0,0
35.1,52.19,0.01,0,0
36.16,51.98,0,0,0
1.55,5.05,0.2,0,0
3.17,10.32,0.42,0,0
12.93,74.46,0.02,0,0
11.73,73.45,0,0,0
3.57,5.02,0.01,1.2,0
3.37,4.99,0.01,1.2,0
0.94,14.48,1.99,0,0
0.41,12.12,2.19,0,0
0.37,0,2.19,0,0
0.94,14.48,1.99,0,0
0.28,0,2.8,0,0
1.32,5.9,2.22,0.1,0
0.69,31.9,3.32,0,0
0.31,0.77,3.88,0,0
0,0,3.81,0,0
1.09,14.64,4,0,0
0.39,9.99,4.28,0,0
9.68,67.14,4.43,0,0
0.12,0.69,5,0,0
0.77,15.58,5,0,0
0,0,6.13,0,0
0,0,8.18,0,0
0,0,8.18,0,0
26.63,50.64,8.96,0,0
22.98,47.75,10.7,0,0
29.1,49.6,15.99,0,0
9,68.92,18.26,0,0
14.14,53.99,29.1,0,0
13.46,49.7,38.14,0,0
0.51,0.66,13.45,0,0
0,0,14.35,0,0
0.22,0.75,15.43,0,0
0,0,17.46,0,0
14.29,55.83,25.24,0,0
0,0,34.1,0,0
0,0,41.08,0,0
3.99,80.59,2.32,0,0
3.25,4.68,1.34,0,0
0.97,8.75,0.76,0,0
2.6,9,0.04,0,0
10.69,4.61,0.04,0,0
12.39,2.72,0.01,0,0
11.47,23.67,0.11,0,0
13.41,10.71,0.46,0,0
0.85,4.77,0.5,0,0
0,0.93,0,0,0
0,0.04,0,0,0
2.54,12,0.08,0,0
0,0,0.09,0,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
0,0,0.11,0,0
0.2,12.3,0.02,0,0
1,11.73,0.02,0,0
1.82,10.92,0.04,0,0
0.37,16.16,0.02,0,0
5.93,15.56,0,0,0
7.31,78.42,0.05,0,0
1.29,0.8,0.01,0,0
7.48,65.07,0.13,0,0
8.98,71.62,0,0,0
16.55,72.73,0.67,0,0
9.98,77.74,0.61,0,0
0.83,24.06,1,0,0
2.48,59.29,1.26,0,0
1.32,7.03,1.39,0,0
0.49,2.87,1.37,0,0
0.65,14.78,1.55,0,0
1.64,17.08,1.73,0,0
4.9,52.54,1.52,0,0
0.96,0.57,3.28,0.2,0
0.96,0.57,3.28,0.2,0
1.32,5.9,2.22,0.1,0
0.58,31.22,1,0,0
0.5,11.8,0.83,0,0
1.72,9.78,1.17,0,0
0.82,8.54,0.86,0,0
0.98,16.07,0.85,0,0
1.25,23.05,0.96,0,0
0.55,29.27,0.75,0,0
2.4,6.63,0.74,0,0
0.1,4.34,0.52,0,0
1.82,8.52,0.49,0,0
2.2,10.4,0.43,0,0
0.86,4.89,0.58,0,0
6.54,20.18,0.18,0,0
1.2,6.29,0.07,0,0
2.42,7.71,0.18,0,0
1.71,14.76,0.03,0,0
