id,X,Y,classLabel
282,-5.700802347480002,4.47200408673,0
60,-5.24100452464,3.5758672391199995,0
202,-4.99693720611,3.26390604881,0
138,-4.97469834312,3.34146450987,0
300,-4.83582784256,3.21148047182,0
194,-4.81105516567,3.03779760037,0
148,-4.73294330932,2.83122088656,0
181,-4.556947721269999,2.68103640588,0
197,-4.50742112756,2.57054790874,0
115,-4.45078085656,2.9692249156200003,0
320,-4.423811232099999,2.7574679418,0
315,-4.41532899248,2.86808979423,0
201,-4.39834328599,2.34814500868,0
498,-4.39204703658,2.98511639781,0
465,-4.3869987702,2.3694938745,0
419,-4.35668150301,2.2364107386,0
124,-4.33861865825,2.94399222671,0
71,-4.2957278801599985,2.73328187106,0
381,-4.23087177645,1.55290201007,0
169,-4.2092233178099985,2.71152658958,0
97,-4.14075092688,2.06624332298,0
100,-4.11618527995,1.71808253574,0
155,-4.11474197323,2.32020289124,0
189,-4.09911066065,1.91162856041,0
30,-4.05210392648,2.36925169345,0
361,-4.0489842828099984,1.97094104323,0
11,-4.02943409249,2.32091919667,0
226,-3.97862759075,1.9121713270400005,0
379,-3.97694885855,2.74557547947,0
254,-3.96168449252,1.90529219835,0
348,-3.90888146497,1.5724583797999998,0
43,-3.9084953199,1.87333517788,0
35,-3.89728647314,1.97107904965,0
449,-3.87916735974,2.12150117633,0
255,-3.83814539782,2.26029333539,0
345,-3.80136341742,1.83396855183,0
231,-3.80020909622,1.94765468715,0
142,-3.77207258976,1.81186803534,0
490,-3.75628364845,1.33181076298,0
295,-3.73151200575,1.24949215334,0
493,-3.69134781118,1.85249910187,0
206,-3.680788981080001,1.57306480171,0
98,-3.67862445249,1.7444811132599998,0
440,-3.66624647261,1.59844174822,0
423,-3.65574304251,1.96080818266,0
120,-3.62027246678,1.2607615982,0
9,-3.61171800186,2.10729892087,0
484,-3.57726179106,1.67782948711,0
13,-3.57359304175,1.80112628572,0
96,-3.5660136540800007,1.2168997017299998,0
450,-3.56442731829,0.916962450139,0
432,-3.55429233362,0.937379121617,0
298,-3.55313766398,1.13228810941,0
238,-3.5458407282699995,1.28882246145,0
341,-3.5446523397000003,1.94947874816,0
196,-3.50443436469,1.40303827229,0
426,-3.50163699286,1.86021941509,0
177,-3.47674819062,1.51307812247,0
399,-3.47622945986,1.69406888532,0
479,-3.47605574931,1.5563479716799995,0
396,-3.45861131465,1.62690877998,0
163,-3.45189711327,1.78007798994,0
232,-3.4319794352900006,1.6884930877899995,0
233,-3.4267164522900004,0.925267850283,0
192,-3.42331593618,1.37817655271,0
330,-3.4204220910100003,1.36054097842,0
215,-3.41914575168,1.78965222131,0
452,-3.41320243632,0.979894391,0
152,-3.36046141608,1.35835569431,0
464,-3.35481155476,1.55626752567,0
288,-3.3535034409400004,1.2465253561399998,0
454,-3.35283804172,0.807313678345,0
339,-3.34465914567,1.15875541714,0
135,-3.3421443678,0.892115384065,0
299,-3.34141193213,1.2831576688500002,0
430,-3.34112078402,0.941573656821,0
374,-3.32727489506,1.39187941784,0
368,-3.32687124302,1.01712516975,0
46,-3.32124516124,0.829134585301,0
385,-3.3174600038,0.8856759848029999,0
4,-3.31564236197,0.656018838409,0
458,-3.30101549296,1.5701648924,0
218,-3.2446947123500003,1.69672376629,0
156,-3.22512099933,0.6146480220130001,0
302,-3.2068858497099995,1.16185869361,0
58,-3.19478285076,0.463378781831,0
119,-3.18054988316,0.980411758714,0
429,-3.15960783451,0.802699047647,0
275,-3.1348242232200003,0.484548231667,0
80,-3.1324808745,0.839575354552,0
73,-3.12531252595,1.20708441735,0
418,-3.1217604370200003,1.09860273548,0
210,-3.1176365731700004,0.5506974872770001,0
105,-3.09727065684,0.813339811987,0
90,-3.09419218575,1.17855889977,0
354,-3.05302807417,0.790653580271,0
161,-3.04741824001,0.8129184125229999,0
157,-3.0392008871,0.394364320511,0
166,-3.0046452429,0.489359600047,0
93,-2.99508716085,0.4618940612120001,0
463,-2.99504362117,1.15123321154,0
55,-2.9894464225200004,0.914609444631,0
412,-2.96650692528,1.09983743282,0
386,-2.96625727253,0.54941037888,0
262,-2.96381564227,0.771571841464,0
471,-2.95652550036,1.15074409568,0
482,-2.93715041526,0.985621904395,0
314,-2.92568833781,0.7966296835950001,0
136,-2.90166639028,0.37525796164,0
92,-2.88655313541,0.667264332964,0
347,-2.88287829603,0.504513102397,0
237,-2.8747481184099994,0.550246937851,0
245,-2.87136079971,0.62102323434,0
391,-2.86749318428,0.250543136445,0
216,-2.8390382992500003,0.3913109929300001,0
268,-2.81821699629,0.6014760023260001,0
278,-2.8073969805,0.7082331186509999,0
411,-2.80629311921,0.902227429619,0
191,-2.79292577875,1.19830179611,0
304,-2.7443670700200005,0.5447243346549999,0
175,-2.74323940278,0.30347792282,0
325,-2.73410304523,-0.138684623015,0
392,-2.72278495121,0.29373250664,0
473,-2.69044563654,0.678497680737,0
234,-2.68411265253,0.08760062151080003,0
467,-2.68361515414,0.606655584903,0
125,-2.68291522654,0.131240644896,0
362,-2.66603459933,-0.128199550554,0
291,-2.63680861298,0.876422865085,0
453,-2.6261557032,0.318261937238,0
118,-2.6180022862400003,0.233828021695,0
222,-2.5797506233900003,0.661439304043,0
309,-2.5546003670900004,0.633990703153,0
294,-2.55390924686,-0.184246661781,0
203,-2.54655855311,0.236587595758,0
44,-2.52905681437,0.257267389099,0
147,-2.52242256894,-0.581887548191,0
495,-2.50510832756,-0.0387900413212,0
180,-2.49533652337,0.486024170094,0
39,-2.49131659774,0.492249944401,0
200,-2.4859492267900003,-0.045543225517,0
438,-2.48000622726,0.359967191127,0
338,-2.47271917718,0.524202115997,0
243,-2.4568052798,0.147916835793,0
410,-2.43797365751,0.481732540199,0
346,-2.43540426051,-0.225527413241,0
22,-2.41971666936,-0.439707336956,0
317,-2.4148831472,0.278358496678,0
8,-2.40473361838,0.275367064444,0
205,-2.3162475442200003,-0.190640707911,0
65,-2.2891302280700003,-0.424696515303,0
251,-2.25034242181,-0.377577214117,0
258,-2.24698079159,-0.245968733154,0
287,-2.19698081604,-0.753855969519,0
270,-2.17186391287,-0.361219256636,0
323,-2.09124452331,-0.972495226101,0
445,-2.08693671806,-0.7135412638699999,0
259,-2.06675341877,0.437247762297,0
217,-2.05823294794,-0.464863940882,0
153,-2.01893197925,-0.606713576439,0
420,-1.83015843416,-0.7659384865919999,0
176,-1.81352221198,-0.49321082845,0
328,-1.7581955534599998,-0.920882204477,0
130,-1.7068920436,-0.760425824084,0
312,-1.61877198958,-1.2885670441,0
94,-1.59173324343,-1.37894111665,0
52,-1.5789062539200005,-1.23322764457,0
434,-4.473414212890001,5.00769170075,1
487,-4.433145644690001,5.09842878268,1
121,-4.307935078,5.01112571477,1
380,-4.27840111196,4.98906056823,1
470,-4.26079833686,4.711002383,1
14,-4.07797113333,4.1636501611500005,1
444,-4.07434063205,4.275140952219998,1
310,-4.064219614880002,4.85075410934,1
324,-3.98378417546,4.14632278197,1
252,-3.91590994239,4.56146689226,1
383,-3.87559140756,4.47407045357,1
129,-3.81246641612,4.239837947230002,1
64,-3.73103699439,3.4164556863700004,1
40,-3.68815079991,3.82882077324,1
81,-3.6758198941,3.69307481506,1
405,-3.6711873915300006,3.65755431147,1
122,-3.58645626607,3.8232311940300017,1
340,-3.55160928021,3.06816764018,1
276,-3.5345397859199994,4.18195091101,1
41,-3.5300135743300003,4.096775932,1
301,-3.47266192756,3.50545844627,1
481,-3.4722088348400004,3.88393944879,1
126,-3.46412274031,3.5101760515800007,1
110,-3.4602979682199995,3.5872788109300004,1
183,-3.40354585053,3.81024121632,1
264,-3.39912493168,4.24003575292,1
28,-3.39159757227,3.47893641941,1
193,-3.3751162850400003,3.92872625645,1
172,-3.37233396746,3.711412906590001,1
313,-3.37086605057,3.0978427556200003,1
185,-3.34291779188,3.57758683371,1
488,-3.30701894452,2.93089056911,1
250,-3.30675550543,3.53673974442,1
439,-3.29428044617,3.1867914684400005,1
249,-3.27931092261,3.8374381115,1
220,-3.27332693049,3.74765807885,1
225,-3.19826921149,3.62730206577,1
149,-3.17921251632,3.84514844271,1
388,-3.17764231591,2.99475024759,1
273,-3.1724730018400003,3.22839337752,1
421,-3.1676840336,2.7465182183,1
485,-3.1658553886500003,4.254604239090002,1
422,-3.14210356372,3.53800663734,1
349,-3.13466400705,3.32642675696,1
170,-3.1164675440400003,2.72690789528,1
424,-3.10254375365,3.3344613563800003,1
406,-3.09151932962,2.29072069126,1
277,-3.09031317005,2.66636517927,1
474,-3.08266048901,3.52596397952,1
51,-3.04272781326,3.43383674786,1
343,-3.04203486423,3.10452175426,1
140,-3.02735065807,3.61976716491,1
114,-3.0110814902900005,3.03186462053,1
390,-3.01002511086,3.39584808956,1
221,-2.9931572833599995,3.16730183288,1
16,-2.99150584258,3.36068720079,1
2,-2.98133595992,3.08058670036,1
389,-2.96852595399,2.90646803588,1
459,-2.96815200949,3.97513909166,1
187,-2.9642262849,2.6622884313900004,1
357,-2.96281997162,3.17506890103,1
370,-2.9561517994,3.54258108861,1
395,-2.94388325927,3.10278659427,1
108,-2.94068549248,3.06815546079,1
179,-2.93899273846,3.11202708823,1
63,-2.93837416759,3.51765261546,1
393,-2.93769129192,3.25605714652,1
351,-2.92548949033,2.89009670328,1
372,-2.9209888791600003,3.26306737365,1
428,-2.91692505482,2.35477884088,1
272,-2.91550372566,3.00114935686,1
162,-2.90771796254,2.85563807175,1
212,-2.9059858650800003,2.75648532205,1
408,-2.90282880803,3.24116392818,1
229,-2.8697878601,2.79978029325,1
5,-2.85317501715,2.7120630723500003,1
38,-2.83296569814,2.55382946229,1
403,-2.82585188053,2.75140804415,1
25,-2.8206926531200005,3.12211889625,1
209,-2.81465624908,3.11505181483,1
