id,X,Y,classLabel
434,-4.473414212890001,5.00769170075,1
487,-4.433145644690001,5.09842878268,1
121,-4.307935078,5.01112571477,1
380,-4.27840111196,4.98906056823,1
470,-4.26079833686,4.711002383,1
14,-4.07797113333,4.1636501611500005,1
444,-4.07434063205,4.275140952219998,1
310,-4.0642196148800025,4.85075410934,1
324,-3.98378417546,4.1463227819699995,1
252,-3.9159099423900003,4.56146689226,1
383,-3.87559140756,4.4740704535699996,1
129,-3.81246641612,4.239837947230002,1
64,-3.73103699439,3.4164556863700004,1
40,-3.68815079991,3.82882077324,1
81,-3.6758198941000004,3.6930748150599997,1
405,-3.6711873915300006,3.6575543114699998,1
122,-3.58645626607,3.8232311940300017,1
340,-3.5516092802099997,3.06816764018,1
276,-3.5345397859199994,4.18195091101,1
41,-3.5300135743300003,4.096775932,1
301,-3.47266192756,3.5054584462699996,1
481,-3.4722088348400004,3.88393944879,1
126,-3.4641227403099997,3.5101760515800007,1
110,-3.4602979682199995,3.5872788109300004,1
183,-3.4035458505299996,3.8102412163199997,1
264,-3.39912493168,4.24003575292,1
28,-3.39159757227,3.4789364194099996,1
193,-3.3751162850400003,3.9287262564499996,1
172,-3.37233396746,3.7114129065900014,1
313,-3.3708660505699997,3.0978427556200003,1
185,-3.3429177918799997,3.57758683371,1
488,-3.3070189445200002,2.9308905691100002,1
250,-3.30675550543,3.5367397444199997,1
439,-3.2942804461699997,3.1867914684400005,1
249,-3.2793109226099997,3.8374381114999996,1
220,-3.27332693049,3.74765807885,1
225,-3.19826921149,3.6273020657699995,1
149,-3.1792125163200002,3.84514844271,1
388,-3.1776423159099996,2.99475024759,1
273,-3.1724730018400003,3.22839337752,1
421,-3.1676840336,2.7465182183,1
485,-3.1658553886500003,4.2546042390900025,1
422,-3.1421035637199997,3.53800663734,1
349,-3.13466400705,3.3264267569599997,1
170,-3.1164675440400003,2.72690789528,1
424,-3.10254375365,3.3344613563800003,1
406,-3.09151932962,2.2907206912599998,1
277,-3.09031317005,2.66636517927,1
474,-3.08266048901,3.5259639795199997,1
51,-3.04272781326,3.43383674786,1
343,-3.0420348642299997,3.10452175426,1
140,-3.02735065807,3.61976716491,1
114,-3.0110814902900005,3.03186462053,1
390,-3.0100251108599996,3.39584808956,1
221,-2.9931572833599995,3.16730183288,1
16,-2.99150584258,3.36068720079,1
2,-2.98133595992,3.08058670036,1
389,-2.96852595399,2.90646803588,1
459,-2.96815200949,3.97513909166,1
187,-2.9642262849,2.6622884313900004,1
357,-2.96281997162,3.17506890103,1
